modality,signal,condition_factor,condition_level,participant_id,loo_r,loo_fisher_z
physio,eda_isc,graph_nodes,12,sphynx_13,0.9157521605342747,1.5620513365223034
physio,eda_isc,graph_nodes,12,trial_1_3,0.050888526274393706,0.05093252234522287
physio,eda_isc,graph_nodes,12,sphynx_6,-0.4234629195455128,-0.4519040999955234
physio,eda_isc,graph_nodes,12,sphynx_5_1,0.6168520675741418,0.719907604256196
physio,eda_isc,graph_nodes,12,sphynx_10,0.5243023510865241,0.5822548243084993
physio,eda_isc,graph_nodes,12,sphynx_4,0.009380767524432752,0.009381042704388571
physio,eda_isc,graph_nodes,12,sphynx_11,0.7786247411720557,1.041868231029451
physio,eda_isc,graph_nodes,12,sphynx_8,0.8249410845276891,1.1720902029684197
physio,eda_isc,graph_nodes,12,sphynx_9,0.9304182268746446,1.6614946518124785
physio,eda_isc,graph_nodes,12,sphynx_2,-0.02649327153487986,-0.026499472631062965
physio,eda_isc,question_level,2,sphynx_12,-0.5093429027561115,-0.5618420819146173
physio,eda_isc,question_level,2,sphynx_13,0.9009590870501184,1.4772903967836226
physio,eda_isc,question_level,2,trial_1_3,-0.0054926665599943966,-0.005492721797786722
physio,eda_isc,question_level,2,sphynx_6,0.020075639035322477,0.02007833672455474
physio,eda_isc,question_level,2,sphynx_5_1,0.5815446738540877,0.6647935767246856
physio,eda_isc,question_level,2,sphynx_10,0.65502358972816,0.784047251325901
physio,eda_isc,question_level,2,sphynx_4,-0.054922573457385576,-0.0549778980712194
physio,eda_isc,question_level,2,sphynx_11,0.8779695763593882,1.3668380359336414
physio,eda_isc,question_level,2,sphynx_8,0.7924606660156313,1.0780118727554489
physio,eda_isc,question_level,2,sphynx_9,0.8614811689183306,1.299060748154314
physio,eda_isc,question_level,2,sphynx_2,-0.04189968465212815,-0.04192422997818598
physio,eda_isc,question_level,1,sphynx_12,-0.20690524483761874,-0.20993600467103243
physio,eda_isc,question_level,1,sphynx_13,0.6924974792123144,0.8527386152508538
physio,eda_isc,question_level,1,trial_1_3,0.05890091111278603,0.05896916857051395
physio,eda_isc,question_level,1,sphynx_6,-0.2084012289655361,-0.21149940265593303
physio,eda_isc,question_level,1,sphynx_5_1,0.5554699132174522,0.6262576172467881
physio,eda_isc,question_level,1,sphynx_10,0.6674468618908509,0.8061246245804287
physio,eda_isc,question_level,1,sphynx_4,0.07148223675848797,0.07160436256495366
physio,eda_isc,question_level,1,sphynx_11,-0.2659437887806108,-0.2724937966730658
physio,eda_isc,question_level,1,sphynx_8,0.6291469706048751,0.7400029944803377
physio,eda_isc,question_level,1,sphynx_9,0.720391430839476,0.9084582310839784
physio,eda_isc,question_level,1,sphynx_2,-0.03877722228674892,-0.03879667592789511
physio,ppg_isc,adaptation,non_adapted,sphynx_12,0.10362582717629225,0.10399915766461892
physio,ppg_isc,adaptation,non_adapted,sphynx_13,0.002575181795891082,0.002575187488405696
physio,ppg_isc,adaptation,non_adapted,trial_1_3,0.6000332439264959,0.6931991258140772
physio,ppg_isc,adaptation,non_adapted,sphynx_6,0.03214975578059649,0.03216083939042847
physio,ppg_isc,adaptation,non_adapted,sphynx_5_1,0.050118707194958485,0.05016073469388859
physio,ppg_isc,adaptation,non_adapted,sphynx_10,0.012213603926867302,0.012214211290963098
physio,ppg_isc,adaptation,non_adapted,sphynx_4,0.42072156785064446,0.44856846069003536
physio,ppg_isc,adaptation,non_adapted,sphynx_11,0.016793049775098202,0.01679462862543441
physio,ppg_isc,adaptation,non_adapted,sphynx_8,0.08613470505263734,0.08634867485915373
physio,ppg_isc,adaptation,non_adapted,sphynx_9,-0.0070534897907278665,-0.0070536067686319944
physio,ppg_isc,adaptation,non_adapted,sphynx_2,0.38517950651313065,0.4061273365609265
physio,ppg_isc,adaptation,fully_adapted,sphynx_12,-0.10343314969573106,-0.10380439262257153
physio,ppg_isc,adaptation,fully_adapted,sphynx_13,0.04362689641645948,0.0436546065137203
physio,ppg_isc,adaptation,fully_adapted,trial_1_3,0.12324602707139887,0.12387579525646847
physio,ppg_isc,adaptation,fully_adapted,sphynx_6,-0.14573568461131606,-0.14678079013643094
physio,ppg_isc,adaptation,fully_adapted,sphynx_5_1,0.04737028466049368,0.0474057645282665
physio,ppg_isc,adaptation,fully_adapted,sphynx_10,0.26821956346933307,0.27494437922240356
physio,ppg_isc,adaptation,fully_adapted,sphynx_4,0.27081819126715495,0.27774656074893633
physio,ppg_isc,adaptation,fully_adapted,sphynx_11,0.12020869879111375,0.12079278175397277
physio,ppg_isc,adaptation,fully_adapted,sphynx_8,0.01706682107055929,0.01706847841417742
physio,ppg_isc,adaptation,fully_adapted,sphynx_9,0.09498126413088506,0.09526844280901356
physio,ppg_isc,adaptation,fully_adapted,sphynx_2,0.4316525420508346,0.461925863204676
physio,ppg_isc,adaptation,semi_adapted,sphynx_12,-0.0699543227420103,-0.07006876862311795
physio,ppg_isc,adaptation,semi_adapted,sphynx_13,0.14305831601139452,0.14404640651551212
physio,ppg_isc,adaptation,semi_adapted,trial_1_3,0.36002049704815164,0.376909450386172
physio,ppg_isc,adaptation,semi_adapted,sphynx_6,0.13497352379011338,0.1358022438938357
physio,ppg_isc,adaptation,semi_adapted,sphynx_5_1,0.019129383896513336,0.01913171776866534
physio,ppg_isc,adaptation,semi_adapted,sphynx_10,0.03702089071331951,0.03703781758380814
physio,ppg_isc,adaptation,semi_adapted,sphynx_4,0.32044768129032897,0.33214594202658065
physio,ppg_isc,adaptation,semi_adapted,sphynx_11,0.05378722925167121,0.05383918947809879
physio,ppg_isc,adaptation,semi_adapted,sphynx_8,0.059387000464943586,0.05945696424534331
physio,ppg_isc,adaptation,semi_adapted,sphynx_9,-0.19674749966349842,-0.1993468141160686
physio,ppg_isc,adaptation,semi_adapted,sphynx_2,0.3130214955404765,0.32389162137511607
physio,ppg_isc,graph_nodes,6,sphynx_12,0.0199919510606933,0.019994615147975382
physio,ppg_isc,graph_nodes,6,sphynx_13,0.2547102086831917,0.2604433955536502
physio,ppg_isc,graph_nodes,6,trial_1_3,-0.3935449247595338,-0.415987715853353
physio,ppg_isc,graph_nodes,6,sphynx_6,0.06768177670888634,0.06778540776517956
physio,ppg_isc,graph_nodes,6,sphynx_10,-0.05300595685487179,-0.053055683110651945
physio,ppg_isc,graph_nodes,6,sphynx_4,0.10927393611110385,0.10971201820378303
physio,ppg_isc,graph_nodes,6,sphynx_11,0.09039647968017998,0.0906439196486614
physio,ppg_isc,graph_nodes,6,sphynx_8,0.07689442739109663,0.07704651991260429
physio,ppg_isc,graph_nodes,6,sphynx_9,0.002457385412472376,0.002457390358996671
physio,ppg_isc,graph_nodes,6,sphynx_2,0.3989561886462657,0.42240691433840805
physio,ppg_isc,graph_nodes,12,sphynx_12,0.08879995433317008,0.08903447357234705
physio,ppg_isc,graph_nodes,12,sphynx_13,0.09859884000824023,0.09892023394625336
physio,ppg_isc,graph_nodes,12,trial_1_3,0.7930377246348483,1.0795649906461486
physio,ppg_isc,graph_nodes,12,sphynx_6,-0.04198737880933799,-0.04201207868415415
physio,ppg_isc,graph_nodes,12,sphynx_5_1,0.008500847103069552,0.008501051881491169
physio,ppg_isc,graph_nodes,12,sphynx_10,0.06820502233674723,0.06831108006922514
physio,ppg_isc,graph_nodes,12,sphynx_4,0.7167877406986641,0.9010067908444581
physio,ppg_isc,graph_nodes,12,sphynx_11,0.004268142055653077,0.004268167973569724
physio,ppg_isc,graph_nodes,12,sphynx_8,-0.0409160892044512,-0.04093894506811406
physio,ppg_isc,graph_nodes,12,sphynx_9,-0.02531713778571144,-0.025322548936345335
physio,ppg_isc,graph_nodes,12,sphynx_2,0.6944019462572295,0.8564072174290579
physio,ppg_isc,question_level,2,sphynx_12,-0.03194106020017211,-0.031951929277740536
physio,ppg_isc,question_level,2,sphynx_13,0.11041005694507249,0.11086201417268804
physio,ppg_isc,question_level,2,trial_1_3,0.6997521451796921,0.8668147030861545
physio,ppg_isc,question_level,2,sphynx_6,0.09237163458821898,0.09263570874824029
physio,ppg_isc,question_level,2,sphynx_5_1,-0.00011326243386821178,-0.00011326243435253627
physio,ppg_isc,question_level,2,sphynx_10,-0.004811486154739641,-0.004811523284530167
physio,ppg_isc,question_level,2,sphynx_4,0.5869206923100944,0.6729555715536555
physio,ppg_isc,question_level,2,sphynx_11,0.10620637218843555,0.106608425411614
physio,ppg_isc,question_level,2,sphynx_8,-0.011158939758383305,-0.011159402970587963
physio,ppg_isc,question_level,2,sphynx_9,-0.028742962539276218,-0.02875088187370037
physio,ppg_isc,question_level,2,sphynx_2,0.5845846279460376,0.669399335697909
physio,ppg_isc,question_level,1,sphynx_12,0.1765413917842114,0.1784105522892418
physio,ppg_isc,question_level,1,sphynx_13,0.02215647558772771,0.02216010226346549
physio,ppg_isc,question_level,1,trial_1_3,-0.1690603194024737,-0.1706991767959413
physio,ppg_isc,question_level,1,sphynx_6,0.09781109365465618,0.09812481637142204
physio,ppg_isc,question_level,1,sphynx_5_1,-0.03375445827583742,-0.03376728657869035
physio,ppg_isc,question_level,1,sphynx_10,0.10549461504040832,0.1058886031073432
physio,ppg_isc,question_level,1,sphynx_4,0.11659805925685462,0.11713079936506329
physio,ppg_isc,question_level,1,sphynx_11,-0.07474700754648794,-0.07488668278775468
physio,ppg_isc,question_level,1,sphynx_8,-0.018580884334836727,-0.018583023123442077
physio,ppg_isc,question_level,1,sphynx_9,0.11727407140026308,0.11781618350852639
physio,ppg_isc,question_level,1,sphynx_2,0.3413041643414822,0.35556790152145445
