graph_image,graph_complexity,question_complexity,visualisation_type,update_questions,answer,question_id,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,start.started,text_6.started,key_start_experiment_2.started,start.stopped,key_start_experiment_2.keys,key_start_experiment_2.rt,key_start_experiment_2.duration,instructions.started,text_2.started,legend_instructions.started,instructions.stopped,show_cross.started,txt_show_cross.started,show_cross.stopped,trial.started,image.started,keypress.started,trial.stopped,keypress.keys,keypress.rt,keypress.duration,break_2.started,text_4.started,text_5.started,break_2.stopped,long_break.started,long_break.stopped,text_countdown.started,end.started,text.started,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 51,source_file,graph_nodes,question_level,adaptation,semi_subtype,keypress_norm,responded_in_time,rt_observed,rt,folder_name,rt_imputed,answer_norm,has_answer_key,is_correct,extremes_only_analysis,analysis_note,text_4.stopped,text_5.stopped,txt_show_cross.stopped,Unnamed: 54,text_2.stopped,legend_instructions.stopped,Unnamed: 53,Unnamed: 52,Unnamed: 56
samples/6 node/6_nodes_S00023/no_caption/non_adapted.png,6.0,2.0,non_adapted,Count the number of MALWARE nodes with high connection counts (node size 7-10),,Count the number of MALWARE nodes with high connection counts (node size 7-10),0.0,0.0,0.0,6.0,61.09961889999977,,,,,,,,,61.04160700000648,61.09961889999977,61.09961889999977,76.0274866999971,76.02752479999617,76.04685710000922,77.03056850000576,77.03064680000534,77.12231720000273,77.12231720000273,95.02648280000722,0.0,86.43679300000076,0.088610000006156,95.03604400000768,95.0601769000059,95.0601769000059,99.03122200000507,99.03124860000388,99.03131320000102,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,6,2,non_adapted,,0,True,9.314475799998036,9.314475799998036,Anastasia,False,0,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00018/no_caption/non_adapted.png,12.0,2.0,non_adapted,Count the number of nodes with TLP:RED connected to at least 1 node with high connection count (node size 7-10).,3.0,Count the number of nodes with TLP:RED connected to at least 1 node with high connection count (node size 7-10).,0.0,1.0,1.0,29.0,99.0651829999988,,,,,,,,,99.03188890000456,99.0651829999988,99.0651829999988,114.04234660000655,114.042371500007,114.05861059999734,115.04281340001036,115.04289620000054,115.132978499998,115.132978499998,133.04119810000702,,,,133.04598439999972,133.06098639999982,133.06098639999982,137.04440130000876,137.04442940000445,137.04447320000327,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,12,2,non_adapted,,,False,,,Anastasia,False,3,True,False,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00147/no_caption/nodes_shape_tlp.png,12.0,2.0,shape_nodes,Count the number of MALWARE nodes connected with at least 1 high confidence edge ( confidence 7-10).,2.0,Count the number of MALWARE nodes connected with at least 1 high confidence edge ( confidence 7-10).,0.0,2.0,2.0,44.0,137.0632709000056,,,,,,,,,137.0450930000079,137.0632709000056,137.0632709000056,152.05634029999783,152.0563642000052,152.07546230001026,153.05922830000054,153.05931430000055,153.1499346000055,153.1499346000055,171.05575270000554,1.0,170.82274750000215,0.1185815000062575,171.0596838000056,171.07288859999971,171.07288859999971,175.05888949999644,175.05890630000795,175.05892999999924,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,12,2,semi_adapted,shape_nodes,1,True,17.672812899996643,17.672812899996643,Anastasia,False,2,True,False,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00068/no_caption/fully_adapted.png,6.0,1.0,fully_adapted,How many nodes have TLP:GREEN?,5.0,How many nodes have TLP:GREEN?,0.0,3.0,3.0,9.0,175.08191150000494,,,,,,,,,175.05926730000647,175.08191150000494,175.08191150000494,190.07093539999917,190.0709487999993,190.08820610000112,191.07242170000973,191.0724637000094,191.16186220000964,191.16186220000964,209.07311830000253,5.0,197.1728104000067,0.0966495000029681,209.07959980001036,209.09430150000844,209.09430150000844,213.0732879999996,213.07331059999703,213.07336150000629,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,6,1,fully_adapted,,5,True,6.010948199997074,6.010948199997074,Anastasia,False,5,True,True,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00143/no_caption/nodes_size_value.png,6.0,2.0,size_nodes,Count the number of MALWARE nodes with high connection counts (node size 7-10),,Count the number of MALWARE nodes with high connection counts (node size 7-10),0.0,4.0,4.0,22.0,213.09031710001,,,,,,,,,213.07378370000515,213.09031710001,213.09031710001,228.086358200002,228.086389300006,228.1026093999972,229.086520900004,229.08656090000292,229.18136290000984,229.18136290000984,247.0855031000101,2.0,239.3492927000043,0.1436691999988397,247.09055740000625,247.1033303000004,247.1033303000004,251.0890171000065,251.08904020000773,251.08907149999868,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,6,2,semi_adapted,size_nodes,2,True,10.167929799994454,10.167929799994454,Anastasia,False,2,True,True,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00077/no_caption/fully_adapted.png,6.0,2.0,fully_adapted,Count the number of MALWARE nodes connected with at least 1 high confidence edge ( confidence 7-10).,0.0,Count the number of MALWARE nodes connected with at least 1 high confidence edge ( confidence 7-10).,0.0,5.0,5.0,12.0,251.107588400002,,,,,,,,,251.0895140000066,251.107588400002,251.107588400002,266.1009811999975,266.10100480000256,266.1168967999984,267.101705100009,267.1017597000028,267.1909175000037,267.1909175000037,285.0993118000042,0.0,274.805526199998,0.1351256000052672,285.10200850000547,285.11618330000783,285.11618330000783,289.103525700004,289.10353980000946,289.1035589000094,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,6,2,fully_adapted,,0,True,7.614608699994278,7.614608699994278,Anastasia,False,0,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00027/no_caption/non_adapted.png,12.0,2.0,non_adapted,Count the number of ATTACK PATTERN nodes connected with at least 1 low confidence edge? (confidence of 1-3).,,Count the number of ATTACK PATTERN nodes connected with at least 1 low confidence edge? (confidence of 1-3).,0.0,6.0,6.0,31.0,289.1318698999967,,,,,,,,,289.1038058999984,289.1318698999967,289.1318698999967,304.1151069000043,304.11512040000525,304.133988600006,305.1197470000043,305.11983140000666,305.2263424999983,305.2263424999983,323.1143183000095,,,,323.12122650000674,323.14191449999635,323.14191449999635,327.11773870000616,327.1177536000032,327.11777399999846,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,12,2,non_adapted,,,False,,,Anastasia,False,5,True,False,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00131/no_caption/nodes_size_value.png,6.0,1.0,size_nodes,Count the number of nodes with high connection counts (node size 7-10),,Count the number of nodes with high connection counts (node size 7-10),0.0,7.0,7.0,18.0,327.1342083000054,,,,,,,,,327.118026199998,327.1342083000054,327.1342083000054,342.1304744000081,342.13049950001005,342.1465260999976,343.1308582000056,343.13093270000536,343.2343617000006,343.2343617000006,361.1293216000049,3.0,350.3493446000066,0.1596757999941473,361.1345300999965,361.14960640000936,361.14960640000936,365.13231919999816,365.1323444000009,365.1323895000096,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,6,1,semi_adapted,size_nodes,3,True,7.114982900005998,7.114982900005998,Anastasia,False,3,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00072/no_caption/fully_adapted.png,12.0,1.0,fully_adapted,How many CYBER OBSERVABLE nodes are in the graph?,3.0,How many CYBER OBSERVABLE nodes are in the graph?,0.0,8.0,8.0,32.0,365.17844240000704,,,,,,,,,365.1328790999978,365.17844240000704,365.17844240000704,380.14433019999706,380.1443442000018,380.1614938999992,381.14518490000046,381.14525570000114,381.2354633000068,381.2354633000068,399.144117600008,3.0,388.205237400005,0.1840465999994194,399.1524746000068,399.166312100002,399.166312100002,403.1467886000028,403.14680339999904,403.14682419999735,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,12,1,fully_adapted,,3,True,6.969774099998176,6.969774099998176,Anastasia,False,3,True,True,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00128/no_caption/nodes_color_type.png,6.0,1.0,color_nodes,How many nodes have TLP:GREEN?,1.0,How many nodes have TLP:GREEN?,0.0,9.0,9.0,17.0,403.1665478000068,,,,,,,,,403.1471489000105,403.1665478000068,403.1665478000068,418.1591377000004,418.1591606000002,418.1758087000053,419.1596293000039,419.15969460000633,419.2481243000075,419.2481243000075,437.1619275999983,1.0,424.5336528000044,0.1830913000012515,437.16494709999824,437.1873934000032,437.1873934000032,441.16213890000654,441.1621658000077,441.1622152000055,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,6,1,semi_adapted,color_nodes,1,True,5.2855284999969285,5.2855284999969285,Anastasia,False,1,True,True,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00008/no_caption/non_adapted.png,6.0,1.0,non_adapted,Count the number of nodes with high connection counts (node size 7-10),,Count the number of nodes with high connection counts (node size 7-10),0.0,10.0,10.0,2.0,441.1855754999997,,,,,,,,,441.1628014000016,441.1855754999997,441.1855754999997,456.1756966999965,456.175730700008,456.1925698999985,457.1751583000005,457.1752181000047,457.2598469000077,457.2598469000077,475.1732638000103,2.0,463.1811544000084,0.1689683000004151,475.18170620000456,475.19267150000087,475.19267150000087,479.17829530000745,479.1783293000044,479.1783939000016,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,6,1,non_adapted,,2,True,5.921307500000694,5.921307500000694,Anastasia,False,2,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00012/no_caption/non_adapted.png,12.0,1.0,non_adapted,How many low confidence (confidence 1-3) edges exist in the graph?,,How many low confidence (confidence 1-3) edges exist in the graph?,0.0,11.0,11.0,27.0,479.211599000002,,,,,,,,,479.179180799998,479.211599000002,479.211599000002,494.1888463000069,494.1888780000008,494.2053933999996,495.189100100004,495.1891793000104,495.2839848000003,495.2839848000003,513.1875892000098,8.0,503.8443494000094,0.1931995999912032,513.1958987999969,513.2100648000051,513.2100648000051,517.1914748999989,517.1914921999996,517.1915159000055,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,12,1,non_adapted,,8,True,8.560364600009052,8.560364600009052,Anastasia,False,8,True,True,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00146/no_caption/edge_width_connection_number.png,6.0,2.0,edge_width,Count the number of ATTACK PATTERN nodes connected with at least 1 low confidence edge? (confidence of 1-3).,,Count the number of ATTACK PATTERN nodes connected with at least 1 low confidence edge? (confidence of 1-3).,0.0,12.0,12.0,23.0,517.2224428000045,,,,,,,,,517.19179360001,517.2224428000045,517.2224428000045,532.2031902000017,532.2032053000003,532.2199263000075,533.2037259000062,533.2037633,533.291545,533.291545,551.2023252000072,2.0,542.3170070000051,0.1120253999979468,551.2051726000063,551.2200700000103,551.2200700000103,555.2055307999981,555.2055445000005,555.2055648000096,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,6,2,semi_adapted,edge_width,2,True,9.025462000005064,9.025462000005064,Anastasia,False,2,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00138/no_caption/nodes_color_type.png,12.0,1.0,color_nodes,How many nodes have TLP:GREEN?,4.0,How many nodes have TLP:GREEN?,0.0,13.0,13.0,41.0,555.2244028999994,,,,,,,,,555.2058183000045,555.2244028999994,555.2244028999994,570.2183160999994,570.2183278000011,570.2348943999968,571.2189078000083,571.2189458000066,571.3228486000007,571.3228486000007,589.2173800000019,4.0,575.5811381000094,0.199353499992867,589.2267489000078,589.2395311,589.2395311,593.2229774000007,593.2230126000068,593.2230808000022,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,12,1,semi_adapted,color_nodes,4,True,4.2582895000086864,4.2582895000086864,Anastasia,False,4,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00084/no_caption/fully_adapted.png,12.0,1.0,fully_adapted,How many low confidence (confidence 1-3) edges exist in the graph?,,How many low confidence (confidence 1-3) edges exist in the graph?,0.0,14.0,14.0,35.0,593.2527301000082,,,,,,,,,593.2239050000062,593.2527301000082,593.2527301000082,608.2326736999967,608.2326869000099,608.2495531000022,609.234200699997,609.2342935000052,609.3285112000012,609.3285112000012,627.23152880001,7.0,616.0697846999974,0.1423271000094246,627.2343865000003,627.2482224999985,627.2482224999985,631.2345789000101,631.2346057000104,631.2346534000098,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,12,1,fully_adapted,,7,True,6.7412734999961685,6.7412734999961685,Anastasia,False,7,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00015/no_caption/non_adapted.png,12.0,2.0,non_adapted,Count the number of MALWARE nodes connected with at least 1 high confidence edge ( confidence 7-10).,2.0,Count the number of MALWARE nodes connected with at least 1 high confidence edge ( confidence 7-10).,0.0,15.0,15.0,28.0,631.2633260000002,,,,,,,,,631.2351841000054,631.2633260000002,631.2633260000002,646.2471127000026,646.2471265000058,646.2637195999996,647.2481066000037,647.2481457000104,647.3361890000087,647.3361890000087,665.2493154999975,2.0,660.1971258999984,0.1673965000081807,665.2518896999973,665.2629787000042,665.2629787000042,669.2498465999961,669.2498706000042,669.2499070000049,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,12,2,non_adapted,,2,True,12.86093689998961,12.86093689998961,Anastasia,False,2,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00156/no_caption/edge_width_connection_number.png,12.0,2.0,edge_width,Count the number of ATTACK PATTERN nodes connected with at least 1 low confidence edge? (confidence of 1-3).,,Count the number of ATTACK PATTERN nodes connected with at least 1 low confidence edge? (confidence of 1-3).,0.0,16.0,16.0,47.0,669.269363600004,,,,,,,,,669.2503465000045,669.269363600004,669.269363600004,684.2626632000029,684.2626940000046,684.2780605000007,685.2627382000064,685.2627780000039,685.3691727999976,685.3691727999976,703.2606633999967,4.0,698.0042713000003,0.1603200000099605,703.263887699999,703.2789993000042,703.2789993000042,707.2641461000021,707.2641605000099,707.264179699996,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,12,2,semi_adapted,edge_width,4,True,12.635098500002641,12.635098500002641,Anastasia,False,4,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00075/no_caption/fully_adapted.png,12.0,1.0,fully_adapted,How many nodes have TLP:GREEN?,4.0,How many nodes have TLP:GREEN?,0.0,17.0,17.0,33.0,707.281203999999,,,,,,,,,707.2644236000051,707.281203999999,707.281203999999,722.2765781000053,722.2766012000066,722.2932501000032,723.2773554000014,723.2773967999965,723.3784454999986,723.3784454999986,741.2756668000075,4.0,727.3164048000035,0.1521440999931655,741.2786262000009,741.2919294000021,741.2919294000021,745.2816160000075,745.2816508999967,745.2817163,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,12,1,fully_adapted,,4,True,3.937959300004877,3.937959300004877,Anastasia,False,4,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00024/no_caption/non_adapted.png,12.0,2.0,non_adapted,Count the number of MALWARE nodes with high connection counts (node size 7-10),,Count the number of MALWARE nodes with high connection counts (node size 7-10),0.0,18.0,18.0,30.0,745.3052650000027,,,,,,,,,745.2825001000019,745.3052650000027,745.3052650000027,760.2916461999994,760.291682199997,760.307538100009,761.2924400000047,761.2924895000033,761.3943596000026,761.3943596000026,779.2902459000034,3.0,773.5481564000074,0.1364985999971395,779.2967319000018,779.312262300009,779.312262300009,783.2951587999996,783.2951736000105,783.295194300008,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,12,2,non_adapted,,3,True,12.153796800004784,12.153796800004784,Anastasia,False,3,True,True,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00026/no_caption/non_adapted.png,6.0,2.0,non_adapted,Count the number of ATTACK PATTERN nodes connected with at least 1 low confidence edge? (confidence of 1-3).,,Count the number of ATTACK PATTERN nodes connected with at least 1 low confidence edge? (confidence of 1-3).,0.0,19.0,19.0,7.0,783.3134084000048,,,,,,,,,783.2954428000085,783.3134084000048,783.3134084000048,798.3060387000005,798.3060499999992,798.3225750999991,799.3070559000043,799.3071262000012,799.4027521000098,799.4027521000098,817.3054616000009,1.0,808.7400167000014,0.1361477000027662,817.3121599000006,817.3235302999965,817.3235302999965,821.3079878999997,821.308019300006,821.3080801000033,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,6,2,non_adapted,,1,True,9.337264599991613,9.337264599991613,Anastasia,False,1,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00009/no_caption/non_adapted.png,12.0,1.0,non_adapted,Count the number of nodes with high connection counts (node size 7-10),,Count the number of nodes with high connection counts (node size 7-10),0.0,20.0,20.0,26.0,821.3355950999976,,,,,,,,,821.3087574000092,821.3355950999976,821.3355950999976,836.320266900002,836.3202846000058,836.3368069999997,837.32160570001,837.3216459999967,837.4150575000094,837.4150575000094,855.3195759000082,7.0,845.4919681000029,0.1841531999962171,855.3221768000076,855.336197800003,855.336197800003,859.3234767999966,859.3235111999966,859.3235775000066,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,12,1,non_adapted,,7,True,8.076910599993425,8.076910599993425,Anastasia,False,7,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00141/no_caption/nodes_size_value.png,12.0,1.0,size_nodes,Count the number of nodes with high connection counts (node size 7-10),,Count the number of nodes with high connection counts (node size 7-10),0.0,21.0,21.0,42.0,859.3398164999962,,,,,,,,,859.3242921000056,859.3398164999962,859.3398164999962,874.3352648,874.3352763000003,874.3520145000075,875.336268900006,875.3363338000054,875.4350528000068,875.4350528000068,893.3342703000089,4.0,885.3728682000074,0.1277842999988934,893.3418311999994,893.3542498000024,893.3542498000024,897.3374845000071,897.3374990000011,897.3375216999993,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,12,1,semi_adapted,size_nodes,4,True,9.937815400000545,9.937815400000545,Anastasia,False,4,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00144/no_caption/edge_width_connection_number.png,12.0,1.0,edge_width,How many low confidence (confidence 1-3) edges exist in the graph?,,How many low confidence (confidence 1-3) edges exist in the graph?,0.0,22.0,22.0,43.0,897.3540937000071,,,,,,,,,897.3377675000083,897.3540937000071,897.3540937000071,912.3524879000032,912.3525248000078,912.3686971999996,913.35059870001,913.3506760000018,913.4564245000074,913.4564245000074,931.3486572999972,3.0,920.6046678999992,0.1278151000005891,931.3552444000088,931.3658897999994,931.3658897999994,935.3542086000087,935.354243499998,935.3543119000096,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,12,1,semi_adapted,edge_width,3,True,7.14824339999177,7.14824339999177,Anastasia,False,3,True,True,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00137/no_caption/nodes_shape_tlp.png,6.0,2.0,shape_nodes,Count the number of MALWARE nodes connected with at least 1 high confidence edge ( confidence 7-10).,2.0,Count the number of MALWARE nodes connected with at least 1 high confidence edge ( confidence 7-10).,0.0,23.0,23.0,20.0,935.375503800009,,,,,,,,,935.3551237000064,935.375503800009,935.375503800009,950.3648382999964,950.3648660000036,950.3817735000048,951.3648667000087,951.3649101000046,951.4631293999992,951.4631293999992,969.3639427000016,2.0,960.844659800001,0.1272574000031454,969.3681128000026,969.3803754999972,969.3803754999972,973.3665423000056,973.3665696000098,973.3666176999976,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,6,2,semi_adapted,shape_nodes,2,True,9.381530400001793,9.381530400001793,Anastasia,False,2,True,True,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00074/no_caption/fully_adapted.png,6.0,1.0,fully_adapted,How many low confidence (confidence 1-3) edges exist in the graph?,,How many low confidence (confidence 1-3) edges exist in the graph?,0.0,24.0,24.0,11.0,973.3946894999972,,,,,,,,,973.367187099997,973.3946894999972,973.3946894999972,988.3791580999967,988.3791958000074,988.3957102999992,989.379792000007,989.3798681000044,989.4874033000089,989.4874033000089,1007.3768722000096,2.0,992.9726100999978,0.1116858000023057,1007.386635700008,1007.3978592000058,1007.3978592000058,1011.3809637000086,1011.3809999000076,1191.3787988999975,1011.4199137999968,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,6,1,fully_adapted,,2,True,3.485206799988987,3.485206799988987,Anastasia,False,2,True,True,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00080/no_caption/fully_adapted.png,6.0,2.0,fully_adapted,Count the number of nodes with TLP:RED connected to at least 1 node with high connection count (node size 7-10).,1.0,Count the number of nodes with TLP:RED connected to at least 1 node with high connection count (node size 7-10).,0.0,25.0,25.0,13.0,1191.3950046999962,,,,,,,,,1191.3791492000018,1191.3950046999962,1191.3950046999962,1206.3743821000098,1206.3743955999962,1206.3905545000016,1207.375591700009,1207.375633100004,1207.4606424000085,1207.4606424000085,1225.3746341000078,2.0,1212.5478254000045,0.0797703999996883,1225.3844896000082,1225.3951890000026,1225.3951890000026,1229.3786997999996,1229.3787141000066,1229.3787347000034,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,6,2,fully_adapted,,2,True,5.087182999996003,5.087182999996003,Anastasia,False,1,True,False,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00134/no_caption/edge_width_connection_number.png,6.0,1.0,edge_width,How many low confidence (confidence 1-3) edges exist in the graph?,,How many low confidence (confidence 1-3) edges exist in the graph?,0.0,26.0,26.0,19.0,1229.3970467000036,,,,,,,,,1229.3790111999988,1229.3970467000036,1229.3970467000036,1244.390249300006,1244.390266100003,1244.406809100008,1245.3909246999974,1245.3910056000022,1245.4858118999982,1245.4858118999982,1263.388856300007,3.0,1249.4199679000012,0.1198390000063227,1263.3963809999989,1263.4085759000009,1263.4085759000009,1267.3922928999964,1267.3923090000026,1267.3923309000093,,,,,sphynx_12,1,2026-07-03_16h16.14.521,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-07-03 16h16.24.829624 +0200,,sphynx_12_Practice Trials - SYMBIOTIK graphs_2023_2026-07-03_16h16.14.521.csv,6,1,semi_adapted,edge_width,3,True,3.934156000002986,3.934156000002986,Anastasia,False,3,True,True,False,all adaptation levels,,,,,,,,,
