graph_image,graph_complexity,question_complexity,visualisation_type,update_questions,answer,question_id,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,start.started,text_6.started,key_start_experiment_2.started,start.stopped,key_start_experiment_2.keys,key_start_experiment_2.rt,key_start_experiment_2.duration,instructions.started,text_2.started,legend_instructions.started,instructions.stopped,show_cross.started,txt_show_cross.started,show_cross.stopped,trial.started,image.started,keypress.started,trial.stopped,keypress.keys,keypress.rt,keypress.duration,break_2.started,text_4.started,text_5.started,break_2.stopped,long_break.started,long_break.stopped,text_countdown.started,end.started,text.started,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 51,source_file,graph_nodes,question_level,adaptation,semi_subtype,keypress_norm,responded_in_time,rt_observed,rt,folder_name,rt_imputed,answer_norm,has_answer_key,is_correct,extremes_only_analysis,analysis_note,text_4.stopped,text_5.stopped,txt_show_cross.stopped,Unnamed: 54,text_2.stopped,legend_instructions.stopped,Unnamed: 53,Unnamed: 52,Unnamed: 56
samples/6 node/6_nodes_S00134/no_caption/edge_width_connection_number.png,6.0,1.0,edge_width,How many low confidence (confidence 1-3) edges exist in the graph?,,How many low confidence (confidence 1-3) edges exist in the graph?,0.0,26.0,26.0,19.0,1202.9046578999842,,,,,,,,,1202.8867276000092,1202.9046578999842,1202.9046578999842,1217.8984550000168,1217.898486800026,1217.9130430000369,1218.9023038999876,1218.90235009999,1219.002328600036,1219.002328600036,1236.8944698999403,3.0,1221.399410999962,0.0653080999618396,1236.896919199964,1236.9132938999685,1236.9132938999685,1240.8996239999542,1240.899644499994,1240.899670099956,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,6,1,semi_adapted,edge_width,3,True,2.397082399925921,2.397082399925921,guillem,False,3,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00093/no_caption/fully_adapted.png,12.0,2.0,fully_adapted,Count the number of MALWARE nodes with high connection counts (node size 7-10),,Count the number of MALWARE nodes with high connection counts (node size 7-10),0.0,27.0,27.0,38.0,1240.9164510000264,,,,,,,,,1240.900093400036,1240.9164510000264,1240.9164510000264,1255.9101508000167,1255.9101658000145,1255.928334999946,1256.912925799959,1256.9129775000038,1256.9968252999242,1256.9968252999242,1274.9160543000326,1.0,1264.2077676999616,0.1195093999849632,1274.918799599982,1274.9290943000233,1274.9290943000233,1278.915530600003,1278.9155475000152,1278.9155671999324,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,12,2,fully_adapted,,1,True,7.210942400037311,7.210942400037311,guillem,False,1,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00081/no_caption/fully_adapted.png,12.0,1.0,fully_adapted,Count the number of nodes with high connection counts (node size 7-10),,Count the number of nodes with high connection counts (node size 7-10),0.0,28.0,28.0,34.0,1278.931459799991,,,,,,,,,1278.915835199994,1278.931459799991,1278.931459799991,1293.927857600036,1293.9278770999515,1293.942529299995,1294.930430599954,1294.9304735999322,1295.0158834999893,1295.0158834999893,1312.925295999972,7.0,1305.207670600037,0.1893779999809339,1312.927853900008,1312.941296300036,1312.941296300036,1316.928406000021,1316.9284569999436,1316.9284852999265,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,12,1,fully_adapted,,7,True,10.191787100047804,10.191787100047804,guillem,False,7,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00003/no_caption/non_adapted.png,12.0,1.0,non_adapted,How many CYBER OBSERVABLE nodes are in the graph?,4.0,How many CYBER OBSERVABLE nodes are in the graph?,0.0,29.0,29.0,24.0,1316.946582000004,,,,,,,,,1316.9288668000372,1316.946582000004,1316.946582000004,1331.930570699973,1331.9305841999594,1331.9412339000264,1332.9258326999843,1332.9258790999884,1333.0213466000278,1333.0213466000278,1350.9395950000037,4.0,1340.9597465000115,0.111892299959436,1350.943578699953,1350.9594258000143,1350.9594258000143,1354.9436722999671,1354.9436894999817,1354.9437091000143,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,12,1,non_adapted,,4,True,7.938399899983779,7.938399899983779,guillem,False,4,True,True,False,all adaptation levels,,,1333.0213466000278,,,,,,
samples/12 node/12_nodes_S00006/no_caption/non_adapted.png,12.0,1.0,non_adapted,How many nodes have TLP:GREEN?,1.0,How many nodes have TLP:GREEN?,0.0,30.0,30.0,25.0,1354.9622514999935,,,,,,,,,1354.9439702000236,1354.9622514999935,1354.9622514999935,1369.9544514999725,1369.9544652999612,1369.9728392999386,1370.955413699965,1370.9554534000345,1371.0556662000015,1371.0556662000015,1388.9527243999764,1.0,1379.95084960002,0.2647879999130964,1388.9551204999443,1388.9706437999848,1388.9706437999848,1392.9573999999557,1392.957417699974,1392.9574379000114,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,12,1,non_adapted,,1,True,8.895183400018595,8.895183400018595,guillem,False,1,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00087/no_caption/fully_adapted.png,12.0,2.0,fully_adapted,Count the number of MALWARE nodes connected with at least 1 with a high confidence edge ( confidence 7-10).,3.0,Count the number of MALWARE nodes connected with at least 1 with a high confidence edge ( confidence 7-10).,0.0,31.0,31.0,36.0,1392.9746580999345,,,,,,,,,1392.9577096999856,1392.9746580999345,1392.9746580999345,1407.9760945999296,1407.9761176999891,1407.9872386000352,1408.9697651999304,1408.9698023999808,1409.0559315999271,1409.0559315999271,1426.970790399937,3.0,1418.183283500024,0.152090199990198,1426.9740458999297,1426.9909885999514,1426.9909885999514,1430.9713455999736,1430.9713600999676,1430.971380000003,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,12,2,fully_adapted,,3,True,9.127351900096755,9.127351900096755,guillem,False,3,True,True,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00014/no_caption/non_adapted.png,6.0,1.0,non_adapted,How many low confidence (confidence 1-3) edges exist in the graph?,,How many low confidence (confidence 1-3) edges exist in the graph?,0.0,32.0,32.0,3.0,1430.9892059999984,,,,,,,,,1430.9716378999874,1430.9892059999984,1430.9892059999984,1445.9835739999544,1445.98358869995,1446.0035709999502,1446.9875667999731,1446.9876044000266,1447.0868410000112,1447.0868410000112,1464.987507999991,3.0,1451.6234736000188,0.1114437999203801,1464.9902839999413,1465.0012616999447,1465.0012616999447,1468.9715718999505,1468.9715872999514,1468.9716067999834,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,6,1,non_adapted,,3,True,4.536632600007579,4.536632600007579,guillem,False,3,True,True,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00065/no_caption/fully_adapted.png,6.0,1.0,fully_adapted,How many CYBER OBSERVABLE nodes are in the graph?,2.0,How many CYBER OBSERVABLE nodes are in the graph?,0.0,33.0,33.0,8.0,1468.9898101999424,,,,,,,,,1468.97190819995,1468.9898101999424,1468.9898101999424,1483.98346769996,1483.9834809999447,1483.999174800003,1484.9845685999608,1484.984619900002,1485.0858850999502,1485.0858850999502,1502.9818880999228,2.0,1490.5435543999774,0.0557968999492004,1502.986352399923,1502.9989992999472,1502.9989992999472,1506.9864347999685,1506.9864483999554,1506.986468499992,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,6,1,fully_adapted,,2,True,5.457669300027192,5.457669300027192,guillem,False,2,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00096/no_caption/fully_adapted.png,12.0,2.0,fully_adapted,Count the number of ATTACK PATTERN nodes connected with at least 1 low confidence edge? (confidence of 1-3).,,Count the number of ATTACK PATTERN nodes connected with at least 1 low confidence edge? (confidence of 1-3).,0.0,34.0,34.0,39.0,1507.0037112999707,,,,,,,,,1506.9867280999897,1507.0037112999707,1507.0037112999707,1521.9969492999371,1521.9969677999616,1522.0149982000005,1522.9994604999663,1522.9995144000277,1523.1035924999742,1523.1035924999742,1540.9953824999975,4.0,1536.4801707000006,0.094989400007762,1540.9981669000117,1541.0130597000243,1541.0130597000243,1545.0000141999917,1545.000038599945,1545.0000700999517,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,12,2,fully_adapted,,4,True,13.376578200026415,13.376578200026415,guillem,False,4,True,True,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00140/no_caption/nodes_color_type.png,6.0,2.0,color_nodes,Count the number of nodes with TLP:RED connected to at least 1 node with high connection count (node size 7-10).,0.0,Count the number of nodes with TLP:RED connected to at least 1 node with high connection count (node size 7-10).,0.0,35.0,35.0,21.0,1545.019137799973,,,,,,,,,1545.0003660999937,1545.019137799973,1545.019137799973,1560.0110911999363,1560.0111055999296,1560.028788700001,1561.0114846000215,1561.011520299944,1561.1155931999674,1561.1155931999674,1579.0102817999432,0.0,1566.9756044000387,0.1273434999166056,1579.0130565,1579.0290412999457,1579.0290412999457,1583.0157117999624,1583.015727699967,1583.0157469999976,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,6,2,semi_adapted,color_nodes,0,True,5.8600112000713125,5.8600112000713125,guillem,False,0,True,True,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00005/no_caption/non_adapted.png,6.0,1.0,non_adapted,How many nodes have TLP:GREEN?,3.0,How many nodes have TLP:GREEN?,0.0,36.0,36.0,1.0,1583.0325419999426,,,,,,,,,1583.0160205999855,1583.0325419999426,1583.0325419999426,1598.0285581999924,1598.0285770000191,1598.0437427000145,1599.0361150000244,1599.0361549999798,1599.119580999948,1599.119580999948,1617.025488300016,3.0,1604.998998099938,0.0880579000804573,1617.028005799977,1617.041159400018,1617.041159400018,1621.0278539999854,1621.0278667999664,1621.0278861999975,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,6,1,non_adapted,,3,True,5.879417099989951,5.879417099989951,guillem,False,3,True,True,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00125/no_caption/nodes_shape_tlp.png,6.0,1.0,shape_nodes,How many CYBER OBSERVABLE nodes are in the graph?,2.0,How many CYBER OBSERVABLE nodes are in the graph?,0.0,37.0,37.0,16.0,1621.0455452000024,,,,,,,,,1621.028138799942,1621.0455452000024,1621.0455452000024,1636.0422111999942,1636.0422249999829,1636.056706300005,1637.0415366999805,1637.0415959999664,1637.1381871999474,1637.1381871999474,1655.050956799998,2.0,1639.7988686999306,0.0881954000797122,1655.053841499961,1655.0612165000057,1655.0612165000057,1659.043744900031,1659.043759400025,1659.043778199935,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,6,1,semi_adapted,shape_nodes,2,True,2.660681499983184,2.660681499983184,guillem,False,2,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00150/no_caption/nodes_color_type.png,12.0,2.0,color_nodes,Count the number of nodes with TLP:RED connected to at least 1 node with high connection count (node size 7-10).,6.0,Count the number of nodes with TLP:RED connected to at least 1 node with high connection count (node size 7-10).,0.0,38.0,38.0,45.0,1659.0662074999418,,,,,,,,,1659.044075199985,1659.0662074999418,1659.0662074999418,1674.0569133999525,1674.0569283999505,1674.0754311999772,1675.055915200035,1675.0559569000034,1675.1514474999858,1675.1514474999858,1693.0541425999254,,,,1693.0564647000283,1693.0730414999416,1693.0730414999416,1697.0584103999429,1697.0584246999351,1697.0584439999657,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,12,2,semi_adapted,color_nodes,,False,,,guillem,False,6,True,False,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00083/no_caption/fully_adapted.png,6.0,2.0,fully_adapted,Count the number of MALWARE nodes with high connection counts (node size 7-10),,Count the number of MALWARE nodes with high connection counts (node size 7-10),0.0,39.0,39.0,14.0,1697.0744603000348,,,,,,,,,1697.0587224999908,1697.0744603000348,1697.0744603000348,1712.070769199985,1712.0707833999768,1712.0894401000114,1713.070804100018,1713.0708418999566,1713.1646114999894,1713.1646114999894,1731.069971699966,1.0,1718.3272255000193,0.1276087999576702,1731.0727133000037,1731.0858469000086,1731.0858469000086,1735.0734111999627,1735.073433500016,1735.0734604999889,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,6,2,fully_adapted,,1,True,5.162614000029862,5.162614000029862,guillem,False,1,True,True,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00017/no_caption/non_adapted.png,6.0,2.0,non_adapted,Count the number of MALWARE nodes connected with at least 1 with a high confidence edge ( confidence 7-10).,1.0,Count the number of MALWARE nodes connected with at least 1 with a high confidence edge ( confidence 7-10).,0.0,40.0,40.0,4.0,1735.0935490999836,,,,,,,,,1735.0738018000266,1735.0935490999836,1735.0935490999836,1750.0846314999508,1750.0846459999448,1750.1025882000104,1751.074448899948,1751.074514899985,1751.1682443999453,1751.1682443999453,1769.085003299988,1.0,1764.174643300008,0.0880030000116676,1769.088372600032,1769.1005943999626,1769.1005943999626,1773.0872063999996,1773.0872200999877,1773.087237300002,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,6,2,non_adapted,,1,True,13.006398900062777,13.006398900062777,guillem,False,1,True,True,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00020/no_caption/non_adapted.png,6.0,2.0,non_adapted,Count the number of nodes with TLP:RED connected to at least 1 node with high connection count (node size 7-10).,2.0,Count the number of nodes with TLP:RED connected to at least 1 node with high connection count (node size 7-10).,0.0,41.0,41.0,5.0,1773.1046493999893,,,,,,,,,1773.0874762999592,1773.1046493999893,1773.1046493999893,1788.1009592999471,1788.1009743999457,1788.1167133999988,1789.100774199935,1789.1008153000148,1789.199945500004,1789.199945500004,1807.099359899992,3.0,1805.4557559000093,0.0711418000282719,1807.102427299949,1807.1160515999652,1807.1160515999652,1811.1023931000384,1811.1024079000344,1811.102427299949,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,6,2,non_adapted,,3,True,16.255810400005203,16.255810400005203,guillem,False,2,True,False,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00086/no_caption/fully_adapted.png,6.0,2.0,fully_adapted,Count the number of ATTACK PATTERN nodes connected with at least 1 low confidence edge? (confidence of 1-3).,,Count the number of ATTACK PATTERN nodes connected with at least 1 low confidence edge? (confidence of 1-3).,0.0,42.0,42.0,15.0,1811.1254973999455,,,,,,,,,1811.1026980000315,1811.1254973999455,1811.1254973999455,1826.113914799993,1826.113930099993,1826.1318585999545,1827.1174732999643,1827.1175141999263,1827.211185000022,1827.211185000022,1845.114494599984,0.0,1839.2159420999235,0.206758200074546,1845.1180659999368,1845.130766700022,1845.130766700022,1849.1077898000367,1849.107814899995,1849.1078380999388,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,6,2,fully_adapted,,0,True,12.004757099901553,12.004757099901553,guillem,False,0,True,True,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00071/no_caption/fully_adapted.png,6.0,1.0,fully_adapted,Count the number of nodes with high connection counts (node size 7-10),,Count the number of nodes with high connection counts (node size 7-10),0.0,43.0,43.0,10.0,1849.1217981999507,,,,,,,,,1849.1081195999868,1849.1217981999507,1849.1217981999507,1864.1133218000175,1864.1133352000036,1864.129333699937,1865.1164089000083,1865.116446799948,1865.207221299992,1865.207221299992,1883.111908799969,2.0,1876.598865899956,0.2004918999737128,1883.1143903000047,1883.127945999964,1883.127945999964,1887.1163719999604,1887.1163906999864,1887.116412500036,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,6,1,fully_adapted,,2,True,11.391644599964138,11.391644599964138,guillem,False,1,True,False,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00002/no_caption/non_adapted.png,6.0,1.0,non_adapted,How many CYBER OBSERVABLE nodes are in the graph?,5.0,How many CYBER OBSERVABLE nodes are in the graph?,0.0,44.0,44.0,0.0,1887.1327709000325,,,,,,,,,1887.1166938999668,1887.1327709000325,1887.1327709000325,1902.1330113000004,1902.1330253999915,1902.142996700015,1903.1341806999408,1903.134218499996,1903.2241572999628,1903.2241572999628,1921.125132999965,5.0,1907.519093699986,0.1040952999610453,1921.128177899984,1921.1428969999545,1921.1428969999545,1925.1298114999663,1925.1298326000103,1925.1298535999376,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,6,1,non_adapted,,5,True,4.294936400023062,4.294936400023062,guillem,False,5,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00090/no_caption/fully_adapted.png,12.0,2.0,fully_adapted,Count the number of nodes with TLP:RED connected to at least 1 node with high connection count (node size 7-10).,1.0,Count the number of nodes with TLP:RED connected to at least 1 node with high connection count (node size 7-10).,0.0,45.0,45.0,37.0,1925.1452419999987,,,,,,,,,1925.1302114999853,1925.1452419999987,1925.1452419999987,1940.141438100021,1940.141455300036,1940.1586765999675,1941.143098099972,1941.143137200037,1941.233691300033,1941.233691300033,1959.140072899987,1.0,1955.7108763,0.288123199949041,1959.1430008999305,1959.1575719999385,1959.1575719999385,1963.1450368999504,1963.1450546999693,1963.1450738999995,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,12,2,fully_adapted,,1,True,14.477184999967221,14.477184999967221,guillem,False,1,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00153/no_caption/nodes_size_value.png,12.0,2.0,size_nodes,Count the number of MALWARE nodes with high connection counts (node size 7-10),,Count the number of MALWARE nodes with high connection counts (node size 7-10),0.0,46.0,46.0,46.0,1963.1613196999533,,,,,,,,,1963.1453384000345,1963.1613196999533,1963.1613196999533,1978.158098999993,1978.158135899925,1978.1848208999727,1979.164139600005,1979.1641848,1979.2561906999908,1979.2561906999908,1997.1555254999548,1.0,1989.3919652999607,0.1664691000478342,1997.158090199926,1997.171462700004,1997.171462700004,2001.1594828999368,2001.15949729993,2001.1595161999576,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,12,2,semi_adapted,size_nodes,1,True,10.135774599969864,10.135774599969864,guillem,False,1,True,True,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00135/no_caption/nodes_shape_tlp.png,12.0,1.0,shape_nodes,How many CYBER OBSERVABLE nodes are in the graph?,4.0,How many CYBER OBSERVABLE nodes are in the graph?,0.0,47.0,47.0,40.0,2001.175265899976,,,,,,,,,2001.1597660999976,2001.175265899976,2001.175265899976,2016.172247199924,2016.1722612000303,2016.187917400035,2017.1725211000305,2017.17258090002,2017.2737406999804,2017.2737406999804,2035.1743416999236,4.0,2022.9665455999784,0.1375837000086903,2035.1768698999656,2035.187452499988,2035.187452499988,2039.173960099928,2039.173981099972,2039.1740015000105,,,,,trial_1_3,1,2026-06-15_17h24.45.014,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-15 17h24.52.980347 +0200,,trial_1_3_Practice Trials - SYMBIOTIK graphs_2023_2026-06-15_17h24.45.014.csv,12,1,semi_adapted,shape_nodes,4,True,5.692804899998009,5.692804899998009,guillem,False,4,True,True,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00023/no_caption/non_adapted.png,6.0,2.0,non_adapted,Count the number of MALWARE nodes with high connection counts (node size 7-10),,Count the number of MALWARE nodes with high connection counts (node size 7-10),0.0,0.0,0.0,6.0,168.0044584000134,,,,,,,,,167.9627315000398,168.0044584000134,168.0044584000134,182.96468299999836,182.96469540003451,182.98120879998896,183.96673340001144,183.96681650000392,184.05132140003843,184.05132140003843,201.9634298000019,,,,201.96600160002708,201.9941351999878,201.9941351999878,205.966621700034,205.96663510001963,205.96665359998588,,,,,sphynx_6,1,2026-06-23_19h12.02.418,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-23 19h12.11.967428 +0200,,sphynx_6_Practice Trials - SYMBIOTIK graphs_2023_2026-06-23_19h12.02.418.csv,6,2,non_adapted,,,False,,,Luca,False,0,True,False,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00018/no_caption/non_adapted.png,12.0,2.0,non_adapted,Count the number of nodes with TLP:RED connected to at least 1 node with high connection count (node size 7-10).,3.0,Count the number of nodes with TLP:RED connected to at least 1 node with high connection count (node size 7-10).,0.0,1.0,1.0,29.0,205.99718100001337,,,,,,,,,205.9669081000029,205.99718100001337,205.99718100001337,220.97903940000103,220.97905800002627,220.9961188000161,221.980434200028,221.9804858000134,222.06199509999715,222.06199509999715,239.97826599999095,2.0,236.45210799999768,0.0807639000122435,239.98097730003064,239.9947371000308,239.9947371000308,243.9814618999953,243.98148070002208,243.98150480003096,,,,,sphynx_6,1,2026-06-23_19h12.02.418,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-23 19h12.11.967428 +0200,,sphynx_6_Practice Trials - SYMBIOTIK graphs_2023_2026-06-23_19h12.02.418.csv,12,2,non_adapted,,2,True,14.390112900000531,14.390112900000531,Luca,False,3,True,False,False,all adaptation levels,,,,,,,,,
samples/12 node/12_nodes_S00147/no_caption/nodes_shape_tlp.png,12.0,2.0,shape_nodes,Count the number of MALWARE nodes connected with at least 1 high confidence edge ( confidence 7-10).,2.0,Count the number of MALWARE nodes connected with at least 1 high confidence edge ( confidence 7-10).,0.0,2.0,2.0,44.0,244.0000789000187,,,,,,,,,243.9818415000336,244.0000789000187,244.0000789000187,258.9942366000032,258.99425280001014,259.01022270001704,259.99466960004065,259.9947293000296,260.076215100009,260.076215100009,277.99270599999,,,,277.9957127000089,278.0099397000158,278.0099397000158,281.9973011999973,281.99731639999663,281.9973354000249,,,,,sphynx_6,1,2026-06-23_19h12.02.418,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-23 19h12.11.967428 +0200,,sphynx_6_Practice Trials - SYMBIOTIK graphs_2023_2026-06-23_19h12.02.418.csv,12,2,semi_adapted,shape_nodes,,False,,,Luca,False,2,True,False,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00068/no_caption/fully_adapted.png,6.0,1.0,fully_adapted,How many nodes have TLP:GREEN?,5.0,How many nodes have TLP:GREEN?,0.0,3.0,3.0,9.0,282.0163586999988,,,,,,,,,281.99759109999286,282.0163586999988,282.0163586999988,297.0091291000135,297.0091429000022,297.02559570001904,298.009077100025,298.0091131000081,298.0898834000109,298.0898834000109,316.007762400026,5.0,302.9161177999922,0.1120090000331401,316.0101703000255,316.0244814000325,316.0244814000325,320.01161099999445,320.01162780000595,320.011646900035,,,,,sphynx_6,1,2026-06-23_19h12.02.418,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-23 19h12.11.967428 +0200,,sphynx_6_Practice Trials - SYMBIOTIK graphs_2023_2026-06-23_19h12.02.418.csv,6,1,fully_adapted,,5,True,4.826234399981331,4.826234399981331,Luca,False,5,True,True,False,all adaptation levels,,,,,,,,,
samples/6 node/6_nodes_S00143/no_caption/nodes_size_value.png,6.0,2.0,size_nodes,Count the number of MALWARE nodes with high connection counts (node size 7-10),,Count the number of MALWARE nodes with high connection counts (node size 7-10),0.0,4.0,4.0,22.0,320.0271120000398,,,,,,,,,320.01192509999964,320.0271120000398,320.0271120000398,335.023260499991,335.0232743000379,335.0400929999887,336.024681000039,336.02471810003044,336.0954638000112,336.0954638000112,354.0255655000219,2.0,347.6122502000071,0.0958252000273205,354.028015399992,354.0568978000083,354.0568978000083,358.0260646000388,358.026088499988,358.02610800002003,,,,,sphynx_6,1,2026-06-23_19h12.02.418,Practice Trials - SYMBIOTIK graphs_2023,2024.1.0,,2026-06-23 19h12.11.967428 +0200,,sphynx_6_Practice Trials - SYMBIOTIK graphs_2023_2026-06-23_19h12.02.418.csv,6,2,semi_adapted,size_nodes,2,True,11.516786399995908,11.516786399995908,Luca,False,2,True,True,False,all adaptation levels,,,,,,,,,
