participant,adaptation,graph_nodes,question_level,n_trials,n_responded,response_rate,rt_mean_observed,rt_median_observed,rt_mean_analysis,rt_median_analysis
sphynx_11,semi_adapted,12,2,4,2,0.5,17.685154050002893,17.685154050002893,17.685154050002893,17.685154050002893
sphynx_12,fully_adapted,6,1,4,4,1.0,4.705059449996014,4.662041399998998,4.705059449996014,4.662041399998998
sphynx_12,fully_adapted,6,2,4,4,1.0,6.65184532499552,6.923189399996772,6.65184532499552,6.923189399996772
sphynx_12,fully_adapted,12,1,4,4,1.0,7.06045014999836,6.855523799997172,7.06045014999836,6.855523799997172
sphynx_12,fully_adapted,12,2,4,4,1.0,10.557859399996119,10.323356149994538,10.557859399996119,10.323356149994538
sphynx_12,non_adapted,6,1,4,4,1.0,6.478472924998698,6.31652680000127,6.478472924998698,6.31652680000127
sphynx_12,non_adapted,6,2,4,4,1.0,7.954332224999291,7.952475950005578,7.954332224999291,7.952475950005578
sphynx_12,non_adapted,12,1,4,4,1.0,9.791337924994878,8.606582599997637,9.791337924994878,8.606582599997637
sphynx_12,non_adapted,12,2,4,2,0.5,12.507366849997197,12.507366849997197,12.507366849997197,12.507366849997197
sphynx_12,semi_adapted,6,1,4,4,1.0,5.240521424999329,4.956473399994167,5.240521424999329,4.956473399994167
sphynx_12,semi_adapted,6,2,4,4,1.0,9.768906650002407,9.774730099998123,9.768906650002407,9.774730099998123
sphynx_12,semi_adapted,12,1,4,4,1.0,7.141202725000824,7.1843529999970315,7.141202725000824,7.1843529999970315
sphynx_12,semi_adapted,12,2,4,4,1.0,12.35371227499843,11.133961450002971,12.35371227499843,11.133961450002971
sphynx_13,fully_adapted,6,1,4,4,1.0,4.826553774997592,3.8213511499999413,4.826553774997592,3.8213511499999413
sphynx_13,fully_adapted,6,2,4,4,1.0,6.692059625002059,5.554366199998299,6.692059625002059,5.554366199998299
sphynx_13,fully_adapted,12,1,4,4,1.0,6.8251486500012675,7.03472014999727,6.8251486500012675,7.03472014999727
sphynx_13,fully_adapted,12,2,4,4,1.0,9.795203325000273,9.476802950004526,9.795203325000273,9.476802950004526
sphynx_13,non_adapted,6,1,4,4,1.0,5.8725486999938425,6.193616799988376,5.8725486999938425,6.193616799988376
sphynx_13,non_adapted,6,2,4,4,1.0,11.749061700000258,10.869004550004206,11.749061700000258,10.869004550004206
sphynx_13,non_adapted,12,1,4,4,1.0,8.71192344999514,8.683081099996343,8.71192344999514,8.683081099996343
sphynx_13,non_adapted,12,2,4,2,0.5,14.662282049997884,14.662282049997884,14.662282049997884,14.662282049997884
