kind,source,feature,outcome,n,spearman_r,p_raw,mean_feature_delta,mean_outcome_delta,p_fdr_outcome,sig_raw_0.05,sig_fdr_outcome
paired_non_minus_full,visalformer,saliency_entropy,delta_et_mean_fix_dur,16,0.7176470588235294,0.0017475350604702388,0.10330853415060326,0.07918801908214973,0.0541735868745774,True,False
paired_non_minus_full,visalformer,saliency_entropy,delta_et_mean_saccade_mag,16,-0.36764705882352944,0.1612323576755898,0.10330853415060326,-2.1825431256641146,0.5982975602745494,False,False
paired_non_minus_full,visalformer,saliency_center_bias,delta_rt_median,16,-0.008823529411764706,0.9741279946623942,0.011984596009001147,2.87464056875812,0.9741279946623942,False,False
paired_non_minus_full,visalformer,saliency_center_bias,delta_accuracy,16,0.09057585904739203,0.7386808187479806,0.011984596009001147,-0.08653846153846154,0.9564742244086675,False,False
paired_non_minus_full,visalformer,saliency_center_bias,delta_response_rate,16,0.5482765822339908,0.02788071886741731,0.011984596009001147,-0.08173076923076925,0.8643022848899367,True,False
paired_non_minus_full,visalformer,saliency_center_bias,delta_et_n_fixations,16,0.13737210208713418,0.6119222760872717,0.011984596009001147,-5.90625,0.758783622348217,False,False
paired_non_minus_full,visalformer,saliency_center_bias,delta_et_mean_fix_dur,16,-0.3911764705882353,0.13407128619725525,0.011984596009001147,0.07918801908214973,0.5195262340143642,False,False
paired_non_minus_full,visalformer,saliency_center_bias,delta_et_mean_saccade_mag,16,-0.25588235294117645,0.3387899080712459,0.011984596009001147,-2.1825431256641146,0.5982975602745494,False,False
paired_non_minus_full,visalformer,saliency_spread,delta_rt_median,16,0.0823529411764706,0.7617330787524739,20.505593337763734,2.87464056875812,0.9579242202960289,False,False
paired_non_minus_full,visalformer,saliency_spread,delta_accuracy,16,0.03415155341131175,0.9000797828425241,20.505593337763734,-0.08653846153846154,0.9564742244086675,False,False
paired_non_minus_full,visalformer,saliency_spread,delta_response_rate,16,0.33882260699853356,0.19923579096170393,20.505593337763734,-0.08173076923076925,0.9656870340134402,False,False
paired_non_minus_full,visalformer,saliency_spread,delta_et_n_fixations,16,-0.17577720589644052,0.5149337278946966,20.505593337763734,-5.90625,0.6940411115102433,False,False
paired_non_minus_full,visalformer,saliency_spread,delta_et_mean_fix_dur,16,-0.07058823529411765,0.7950393023376281,20.505593337763734,0.07918801908214973,0.9739022165316701,False,False
paired_non_minus_full,visalformer,saliency_spread,delta_et_mean_saccade_mag,16,-0.2411764705882353,0.3682066080426343,20.505593337763734,-2.1825431256641146,0.5982975602745494,False,False
paired_non_minus_full,visalformer,saliency_skewness,delta_rt_median,16,-0.21764705882352942,0.41808684161130316,-0.0840715313948742,2.87464056875812,0.9579242202960289,False,False
paired_non_minus_full,visalformer,saliency_skewness,delta_accuracy,16,0.3281518827782564,0.21466132635742755,-0.0840715313948742,-0.08653846153846154,0.650178697926013,False,False
paired_non_minus_full,visalformer,saliency_skewness,delta_response_rate,16,0.43430897806175667,0.09277405284285768,-0.0840715313948742,-0.08173076923076925,0.9656870340134402,False,False
paired_non_minus_full,visalformer,saliency_skewness,delta_et_n_fixations,16,0.07237884948676962,0.7899470795249365,-0.0840715313948742,-5.90625,0.8643037520968538,False,False
paired_non_minus_full,visalformer,saliency_skewness,delta_et_mean_fix_dur,16,-0.4735294117647058,0.06391907182682004,-0.0840715313948742,0.07918801908214973,0.5195262340143642,False,False
paired_non_minus_full,visalformer,saliency_skewness,delta_et_mean_saccade_mag,16,0.17941176470588235,0.5061395399904387,-0.0840715313948742,-2.1825431256641146,0.7002746746347257,False,False
paired_non_minus_full,visalformer,saliency_kurtosis,delta_rt_median,16,-0.17941176470588235,0.5061395399904387,-0.7425355686897264,2.87464056875812,0.9579242202960289,False,False
paired_non_minus_full,visalformer,saliency_kurtosis,delta_accuracy,16,0.3593337358929324,0.17165028494745224,-0.7425355686897264,-0.08653846153846154,0.650178697926013,False,False
paired_non_minus_full,visalformer,saliency_kurtosis,delta_response_rate,16,0.3280418876849439,0.21482419863286017,-0.7425355686897264,-0.08173076923076925,0.9656870340134402,False,False
paired_non_minus_full,visalformer,saliency_kurtosis,delta_et_n_fixations,16,0.056130536336678485,0.8364229859001812,-0.7425355686897264,-5.90625,0.8643037520968538,False,False
paired_non_minus_full,visalformer,saliency_kurtosis,delta_et_mean_fix_dur,16,-0.3941176470588235,0.13091285429899088,-0.7425355686897264,0.07918801908214973,0.5195262340143642,False,False
paired_non_minus_full,visalformer,saliency_kurtosis,delta_et_mean_saccade_mag,16,0.22352941176470587,0.40529834728275926,-0.7425355686897264,-2.1825431256641146,0.5982975602745494,False,False
