kind,source,feature,outcome,n,spearman_r,p_raw,p_fdr_outcome,sig_raw_0.05,sig_fdr_outcome
stimulus_residual,sum,saliency_skewness,et_mean_fix_dur,48,-0.03234910985670864,0.8272183683979804,0.9748809040737337,False,False
stimulus_residual,sum,saliency_skewness,et_mean_saccade_mag,48,0.42911419887103774,0.002339514762343965,0.01930099678933771,True,True
stimulus_residual,sum,saliency_kurtosis,rt_median,48,0.16000868432479373,0.2773157092281708,0.4787250556329861,False,False
stimulus_residual,sum,saliency_kurtosis,accuracy,48,0.1062091147720062,0.4724626871134218,0.6877198345604726,False,False
stimulus_residual,sum,saliency_kurtosis,response_rate,48,0.0947049210019579,0.521989943983916,0.8118188482572738,False,False
stimulus_residual,sum,saliency_kurtosis,et_n_fixations,48,0.061185158860599956,0.6795211243849811,0.9242561737689072,False,False
stimulus_residual,sum,saliency_kurtosis,et_mean_fix_dur,48,-0.005753365175857577,0.9690418218607525,0.9748809040737337,False,False
stimulus_residual,sum,saliency_kurtosis,et_mean_saccade_mag,48,0.4321537125488493,0.002160007383660546,0.01930099678933771,True,True
stimulus_residual,visalformer,saliency_mean,rt_median,48,0.15762049500651323,0.28464316346449103,0.4787250556329861,False,False
stimulus_residual,visalformer,saliency_mean,accuracy,48,-0.1049059354496503,0.4779442580516995,0.6877198345604726,False,False
stimulus_residual,visalformer,saliency_mean,response_rate,48,-0.1422748440081078,0.33472265467267703,0.6497557414234318,False,False
stimulus_residual,visalformer,saliency_mean,et_n_fixations,48,0.10233720004634508,0.4888468574844664,0.852516942198116,False,False
stimulus_residual,visalformer,saliency_mean,et_mean_fix_dur,48,0.15392965696917063,0.29621433220957466,0.9728211643817865,False,False
stimulus_residual,visalformer,saliency_mean,et_mean_saccade_mag,48,-0.20755536257056012,0.15690752470246755,0.3451965543454286,False,False
stimulus_residual,visalformer,saliency_std,rt_median,48,0.2273122014763352,0.12023918238158415,0.4787250556329861,False,False
stimulus_residual,visalformer,saliency_std,accuracy,48,-0.21448159680440923,0.14322136696350604,0.39385875914964164,False,False
stimulus_residual,visalformer,saliency_std,response_rate,48,-0.11128643702124444,0.45142888387254876,0.7840606930417952,False,False
stimulus_residual,visalformer,saliency_std,et_n_fixations,48,0.21222075065313684,0.14758770396566107,0.8186140331001356,False,False
stimulus_residual,visalformer,saliency_std,et_mean_fix_dur,48,0.028224055579678674,0.8489757871434646,0.9748809040737337,False,False
stimulus_residual,visalformer,saliency_std,et_mean_saccade_mag,48,-0.12418584455058619,0.40036606117465456,0.6005490917619819,False,False
stimulus_residual,visalformer,saliency_entropy,rt_median,48,0.058184976118106815,0.6944491958973247,0.7638941154870571,False,False
stimulus_residual,visalformer,saliency_entropy,accuracy,48,0.01824451051298266,0.9020438057058968,0.9302326746342061,False,False
stimulus_residual,visalformer,saliency_entropy,response_rate,48,-0.12237702478496397,0.4073167282219827,0.746747335073635,False,False
stimulus_residual,visalformer,saliency_entropy,et_n_fixations,48,-0.04940416553961487,0.7387845363055431,0.9242561737689072,False,False
stimulus_residual,visalformer,saliency_entropy,et_mean_fix_dur,48,0.20386452453321754,0.16458073056354813,0.9728211643817865,False,False
stimulus_residual,visalformer,saliency_entropy,et_mean_saccade_mag,48,-0.23979591836734696,0.10067042791296314,0.25554800931752186,False,False
stimulus_residual,visalformer,saliency_center_bias,rt_median,48,0.026378636561007383,0.8587465172164659,0.8587465172164659,False,False
stimulus_residual,visalformer,saliency_center_bias,accuracy,48,-0.17875276371648488,0.2241334596456751,0.49309361122048523,False,False
stimulus_residual,visalformer,saliency_center_bias,response_rate,48,-0.052462829372496765,0.7232368659008187,0.8118188482572738,False,False
stimulus_residual,visalformer,saliency_center_bias,et_n_fixations,48,0.21113494481710135,0.14971933366912038,0.8186140331001356,False,False
stimulus_residual,visalformer,saliency_center_bias,et_mean_fix_dur,48,-0.34422492401215804,0.0165878777526704,0.5473999658381232,True,False
stimulus_residual,visalformer,saliency_center_bias,et_mean_saccade_mag,48,-0.28191489361702127,0.05222742258286402,0.16098111921311434,False,False
stimulus_residual,visalformer,saliency_spread,rt_median,48,0.037559704732957014,0.7999194938145567,0.8249169779962616,False,False
stimulus_residual,visalformer,saliency_spread,accuracy,48,-0.10458014061906132,0.4793198846936627,0.6877198345604726,False,False
stimulus_residual,visalformer,saliency_spread,response_rate,48,-0.03528329146399005,0.8118188482572738,0.8118188482572738,False,False
stimulus_residual,visalformer,saliency_spread,et_n_fixations,48,0.053964550050963934,0.7156431791656233,0.9242561737689072,False,False
stimulus_residual,visalformer,saliency_spread,et_mean_fix_dur,48,-0.11159357359965262,0.4501731675025487,0.9728211643817865,False,False
stimulus_residual,visalformer,saliency_spread,et_mean_saccade_mag,48,-0.273230568823274,0.06024074715130997,0.16566205466610243,False,False
stimulus_residual,visalformer,saliency_skewness,rt_median,48,-0.14003473729917498,0.34246611351515943,0.4787250556329861,False,False
stimulus_residual,visalformer,saliency_skewness,accuracy,48,0.12021829248733217,0.4157023569177774,0.6877198345604726,False,False
stimulus_residual,visalformer,saliency_skewness,response_rate,48,0.17179537908506712,0.2429826076022602,0.608067948530785,False,False
stimulus_residual,visalformer,saliency_skewness,et_n_fixations,48,-0.10727761660030657,0.467993345279559,0.852516942198116,False,False
stimulus_residual,visalformer,saliency_skewness,et_mean_fix_dur,48,-0.17661745549283542,0.2298076286868216,0.9728211643817865,False,False
stimulus_residual,visalformer,saliency_skewness,et_mean_saccade_mag,48,0.18106817194963093,0.2180909782350335,0.39983346009756143,False,False
stimulus_residual,visalformer,saliency_kurtosis,rt_median,48,-0.19409465914025184,0.1862041060402067,0.4787250556329861,False,False
stimulus_residual,visalformer,saliency_kurtosis,accuracy,48,0.23533246596210372,0.10736337863514585,0.32209013590543756,False,False
stimulus_residual,visalformer,saliency_kurtosis,response_rate,48,0.25861728427457736,0.07592193959903906,0.2956320164686255,False,False
stimulus_residual,visalformer,saliency_kurtosis,et_n_fixations,48,-0.08442140375175947,0.5683446281320773,0.852516942198116,False,False
stimulus_residual,visalformer,saliency_kurtosis,et_mean_fix_dur,48,-0.1419887103777681,0.33570561790487796,0.9728211643817865,False,False
stimulus_residual,visalformer,saliency_kurtosis,et_mean_saccade_mag,48,0.18877551020408162,0.19879600126423783,0.3977654624624362,False,False
