modality,signal,condition_factor,condition_level,participant_id,loo_r,loo_fisher_z,pipeline
eeg,gfp_isc,adapt_x_nodes,semi_adapted_n6,sphynx_13,0.2603776616707053,0.26651349210263886,ica_faster
eeg,gfp_isc,adapt_x_nodes,semi_adapted_n6,sphynx_3,0.15409871592002933,0.1553361592439677,ica_faster
eeg,gfp_isc,adapt_x_nodes,semi_adapted_n6,trial_1_3,0.12542515707630034,0.1260891430876996,ica_faster
eeg,gfp_isc,adapt_x_nodes,semi_adapted_n6,sphynx_6,-0.03044021701553072,-0.030449624283669388,ica_faster
eeg,gfp_isc,adapt_x_nodes,semi_adapted_n6,sphynx_5_1,-0.006949787906307382,-0.006949899800097376,ica_faster
eeg,gfp_isc,adapt_x_nodes,semi_adapted_n6,sphynx_7,0.09310151615834114,0.09337192183806302,ica_faster
eeg,gfp_isc,adapt_x_nodes,semi_adapted_n6,sphynx_10,-0.07663701251122677,-0.07678757909933492,ica_faster
eeg,gfp_isc,adapt_x_nodes,semi_adapted_n6,sphynx_4,0.08058642845962277,0.08076155875146826,ica_faster
eeg,gfp_isc,adapt_x_nodes,semi_adapted_n6,sphynx_11,0.05415000350522942,0.05420302344270281,ica_faster
eeg,gfp_isc,adapt_x_nodes,semi_adapted_n6,sphynx_8,-0.16730093901010015,-0.1688885837577075,ica_faster
eeg,gfp_isc,adapt_x_nodes,semi_adapted_n6,sphynx_9,0.15824486963984224,0.15958597099190355,ica_faster
eeg,gfp_isc,adapt_x_nodes,semi_adapted_n6,sphynx_2,-0.01103998856364692,-0.01104043711934384,ica_faster
eeg,gfp_isc,adapt_x_nodes,fully_adapted_n12,sphynx_12,0.20043998820044492,0.20319091714379936,ica_faster
eeg,gfp_isc,adapt_x_nodes,fully_adapted_n12,sphynx_13,0.17401159888896434,0.17580057447925698,ica_faster
eeg,gfp_isc,adapt_x_nodes,fully_adapted_n12,sphynx_3,0.09717078314383526,0.09747836161942038,ica_faster
eeg,gfp_isc,adapt_x_nodes,fully_adapted_n12,trial_1_3,0.07207203525317074,0.07219721542979546,ica_faster
eeg,gfp_isc,adapt_x_nodes,fully_adapted_n12,sphynx_6,0.12630723529602136,0.12698542046376116,ica_faster
eeg,gfp_isc,adapt_x_nodes,fully_adapted_n12,sphynx_5_1,0.290824386882315,0.2994665828504209,ica_faster
eeg,gfp_isc,adapt_x_nodes,fully_adapted_n12,sphynx_7,-0.1918968962340355,-0.19430584669255857,ica_faster
eeg,gfp_isc,adapt_x_nodes,fully_adapted_n12,sphynx_10,0.0544636987155716,0.05451764655285358,ica_faster
